"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","miss_distance","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SL","2021-05-25","90.3","-0.93","5.63","deGrom, Jacob",453568,594798,,"ball",,,,,14,,"R","L","R","NYM","COL","B",,,0,2,2021,"0.4","0.1",1.8214353767903915,0.5248048243909929,,,,0,4,"Top",,,,,,,6.03892237013613,-131.3325329853814,-7.069141656398097,3.6117109009701047,24.209523296848225,-29.883916210990453,3.43878490120161,1.60000000001384,,,,"91.4",2681,"6.7",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.82",,,,,,,,27,3,"Slider",1,1,1,1,1,1,1,1,"Infield shift","Standard",150,"-0.003","0.024",,,,,"-0.024",,0,0,0.511,0.489,33,34,33,35,2,1,16,1,6,2,"2.67","-0.4","0.4","40.4",,,,,
"FF","2021-05-25","98.1","-1.15","5.52","deGrom, Jacob",453568,594798,,"called_strike",,,,,4,,"R","L","R","NYM","COL","S",,,0,1,2021,"-0.97","1.47",-0.659376110039265,2.2567189041614006,,,,0,4,"Top",,,,,,,3.6127603102595174,-142.74125379283973,-6.822263085914631,-14.068291267426273,33.001110278196784,-10.70036048335599,3.43874113870804,1.60000000000721,,,,"99",2389,"6.8",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.68",,,,,,,,27,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard",220,"0.007","-0.058",,,,,"0.058",,0,0,0.504,0.496,33,34,33,35,2,1,16,1,6,2,"0.9","0.97","-0.97","35.4",,,,,
"FF","2021-05-25","98","-1.21","5.58","deGrom, Jacob",453568,594798,,"called_strike",,,,,6,,"R","L","R","NYM","COL","S",,,0,0,2021,"-0.74","1.53",0.3496973238936991,2.271685880102461,,,,0,4,"Top",,,,,,,5.994156664345529,-142.47355989159934,-7.0602921447241,-11.452619879592595,32.008187767239505,-9.863946199627808,3.33619648001396,1.60000000000627,,,,"99",2460,"6.9",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.64",,,,,,,,27,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard",214,"0.004","-0.042",,,,,"0.042",,0,0,0.5,0.5,33,34,33,35,2,1,16,1,6,2,"0.84","0.74","-0.74","36.1",,,,,
"SL","2021-05-25","93.1","-1.1","5.57","deGrom, Jacob",596115,594798,"field_out","hit_into_play",,,,,6,"Trevor Story grounds out, third baseman Jonathan Villar to first baseman James McCann.","R","R","R","NYM","COL","X",5,"ground_ball",0,0,2021,"0.25","0.48",0.6595847019932529,2.536338644318165,,,,2,3,"Top",101.23,169.99,,,,,3.981663963734846,-135.59552683781814,-3.151044072010689,2.320764956081025,27.248276610413875,-25.731627660908217,3.467,1.589,18,"78.6",-7,"94.1",2690,"6.6",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.86",0.111,0.1,"0",1,0,0,2,20,1,"Slider",1,1,1,1,1,1,1,1,"Infield shift","Standard",183,"0.012","-0.269",,,,0.115,"0.269","88.0",0,0,0.543,0.45699999999999996,33,28,33,29,2,1,16,1,6,2,"2.12","-0.25","-0.25","37.0",,,,,
"FF","2021-05-25","99.4","-1.11","5.46","deGrom, Jacob",606132,594798,"strikeout","swinging_strike",,,,,4,"Raimel Tapia strikes out swinging.","R","L","R","NYM","COL","S",2,,0,2,2021,"-0.8","1.48",-0.33289437200437777,2.8709632530830005,,,,1,3,"Top",,,,,,,4.061693243457376,-144.54347108574132,-5.151403503040056,-12.222690206119227,36.00683337013106,-10.508142095839434,3.49,1.601,,,,"100.1",2460,"6.9",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.62",,0,"0",1,0,0,,19,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",221,"0.011","-0.16",,,,,"0.16",,0,0,0.532,0.46799999999999997,33,27,33,27,2,1,16,1,6,2,"0.85","0.8","-0.8","35.4",,,,,
"FF","2021-05-25","99.7","-0.97","5.5","deGrom, Jacob",606132,594798,,"foul",,,,,14,,"R","L","R","NYM","COL","S",,,0,1,2021,"-0.95","1.46",1.2442169230386568,2.414067764358738,,,,1,3,"Top",,,,,,,8.410665710884778,-144.8308538008717,-6.590894359718527,-15.39577113144099,33.755931486258056,-10.230301008613207,3.49,1.601,102,"77.2",9,"100.7",2436,"6.9",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.57",,,,,,,,19,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",220,"0.004","-0.056",,,,,"0.056","88.0",0,0,0.528,0.472,33,27,33,27,2,1,16,1,6,2,"0.84","0.95","-0.95","36.7",,,,,
"FF","2021-05-25","98.8","-1.11","5.53","deGrom, Jacob",606132,594798,,"called_strike",,,,,1,,"R","L","R","NYM","COL","S",,,0,0,2021,"-0.7","1.42",-0.7480442271795767,3.110538717911721,,,,1,3,"Top",,,,,,,2.644460175689183,-143.8620791432557,-4.497104665085686,-10.279729765465465,34.68405862481116,-11.628222993020483,3.24966634406264,1.60000000001396,,,,"99.7",2312,"6.8",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.66",,,,,,,,19,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",222,"0.003","-0.043",,,,,"0.043",,0,0,0.525,0.475,33,27,33,27,2,1,16,1,6,2,"0.92","0.7","-0.7","36.0",,,,,
"FF","2021-05-25","100.1","-1.11","5.45","deGrom, Jacob",607536,594798,"strikeout","swinging_strike",,,,,3,"Kyle Freeland strikes out swinging.","R","L","R","NYM","COL","S",2,,0,2,2021,"-0.66","1.55",0.37862701040249536,3.3774611839560555,,,,0,3,"Top",,,,,,,5.732008698684937,-145.67591138507618,-4.0460860270539705,-10.721281820763481,35.25908538312764,-9.34042041409027,3.549,1.627,,,,"101.3",2351,"7",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.52",,0,"0",1,0,0,,18,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Strategic",217,"0.015","-0.169",,,,,"0.169",,0,0,0.51,0.49,33,28,33,28,1,0,16,,6,5,"0.73","0.66","-0.66","33.8",,,,,
"FF","2021-05-25","99.2","-1.11","5.51","deGrom, Jacob",607536,594798,,"swinging_strike",,,,,2,,"R","L","R","NYM","COL","S",,,0,1,2021,"-0.7","1.5",0.23891445314487758,3.0021327059569125,,,,0,3,"Top",,,,,,,5.3719989591073345,-144.2349507717276,-4.93484711548985,-11.069947308351075,36.68573183054908,-10.318859165034514,3.549,1.627,,,,"99.5",2353,"6.7",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.78",,,,,,,,18,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Strategic",216,"0.006","-0.058",,,,,"0.058",,0,0,0.504,0.496,33,28,33,28,1,0,16,,6,5,"0.84","0.7","-0.7","35.4",,,,,
"FF","2021-05-25","97.9","-1.11","5.52","deGrom, Jacob",607536,594798,,"called_strike",,,,,6,,"R","L","R","NYM","COL","S",,,0,0,2021,"-0.81","1.54",0.39238112037272854,2.5012552168018733,,,,0,3,"Top",,,,,,,5.99270474084508,-142.3822791745514,-6.249843892053644,-12.442685229148784,34.77189044401778,-10.014499524195292,3.33686843263079,1.63000000000428,,,,"98.8",2304,"7",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.52",,,,,,,,18,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",215,"0.004","-0.042",,,,,"0.042",,0,0,0.5,0.5,33,28,33,28,1,0,16,,6,5,"0.85","0.81","-0.81","35.1",,,,,
"FF","2021-05-25","99.7","-0.95","5.5","deGrom, Jacob",624513,594798,"strikeout","called_strike",,,,,6,"Dom Nunez called out on strikes.","R","L","R","NYM","COL","S",2,,2,2,2021,"-0.66","1.46",0.340513165153995,2.275535302852677,,,663898,2,2,"Top",,,,,,,5.165794675916197,-145.01630014429293,-6.983377971614035,-10.515552674311133,32.78000847015162,-10.171786671727983,3.24077117442557,1.56000000000748,,,,"100.8",2466,"6.9",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.63",,0,"0",1,0,0,,13,5,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard",219,"0.02","-0.228",,,,,"0.228",,0,0,0.531,0.469,33,26,33,26,1,0,16,2,6,2,"0.83","0.66","-0.66","36.0",,,,,
"FF","2021-05-25","98.9","-1.22","5.49","deGrom, Jacob",624513,594798,,"swinging_strike",,,,,2,,"R","L","R","NYM","COL","S",,,2,1,2021,"-0.65","1.4",-0.21894017344371264,3.1070879116421297,,,663898,2,2,"Top",,,,,,,4.271478240593163,-143.9740309971265,-4.373211755545592,-10.012423231917403,32.760777912903215,-11.890533783678581,3.411,1.565,,,,"99.9",2500,"6.8",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.74",,,,,,,,13,4,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard",216,"0.005","-0.075",,,,,"0.075",,0,0,0.526,0.474,33,26,33,26,1,0,16,2,6,2,"0.93","0.65","-0.65","35.8",,,,,
"CH","2021-05-25","90.2","-1.01","5.53","deGrom, Jacob",624513,594798,,"ball",,,,,11,,"R","L","R","NYM","COL","B",,,1,1,2021,"-0.96","0.06",-1.2267309125523038,4.171571429324795,,,663898,2,2,"Top",,,,,,,1.5331793136086622,-131.39427311366688,2.446696380036869,-11.4861348428562,26.786830297965796,-32.19301944085123,3.18182994731355,1.55999999999444,,,,"91.3",1581,"6.8",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.69",,,,,,,,13,3,"Changeup",1,1,1,1,1,1,1,1,"Infield shift","Standard",239,"-0.003","0.048",,,,,"-0.048",,0,0,0.529,0.471,33,26,33,26,1,0,16,2,6,2,"2.73","0.96","-0.96","39.2",,,,,
"FF","2021-05-25","99.1","-1.23","5.47","deGrom, Jacob",624513,594798,,"called_strike",,,,,2,,"R","L","R","NYM","COL","S",,,1,0,2021,"-0.64","1.48",-0.06807764797974225,2.836449577346537,,,663898,2,2,"Top",,,,,,,4.736854551615865,-144.16433741376687,-5.270983071981,-10.086796571463026,34.046659728096444,-10.449483914020634,3.20408784610644,1.55999999999247,,,,"100",2552,"6.9",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.65",,,,,,,,13,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard",215,"0.003","-0.057",,,,,"0.057",,0,0,0.526,0.474,33,26,33,26,1,0,16,2,6,2,"0.84","0.64","-0.64","35.8",,,,,
"SL","2021-05-25","91.3","-1.06","5.51","deGrom, Jacob",624513,594798,,"ball",,,,,14,,"R","L","R","NYM","COL","B",,,0,0,2021,"0.45","0.28",1.337067509338301,1.2841518583237561,,,663898,2,2,"Top",,,,,,,5.106888259671038,-132.77210279305277,-5.350557368801587,4.1339127642260936,30.007128194168647,-27.92738149836265,3.23331078071148,1.56000000000056,,,,"91.8",2629,"6.7",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.76",,,,,,,,13,1,"Slider",1,1,1,1,1,1,1,1,"Infield shift","Standard",155,"-0.002","0.043",,,,,"-0.043",,0,0,0.528,0.472,33,26,33,26,1,0,16,2,6,2,"2.47","-0.45","0.45","37.2",,,,,
"FF","2021-05-25","98.4","-1.17","5.43","deGrom, Jacob",641658,594798,"field_out","hit_into_play",,,,,5,"Garrett Hampson lines out to right fielder Brandon Drury.","R","R","R","NYM","COL","X",9,"line_drive",1,1,2021,"-0.99","1.48",0.12493724404608708,2.2422134073799684,,,663898,1,2,"Top",182.68,108.61,,,,,5.922638651797218,-143.0709627702401,-6.672800539774861,-15.007516473654121,35.69641422037806,-10.551660068524388,3.319,1.513,266,"91.2",18,"99.6",2359,"7.2",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.34",0.605,0.595,"0",1,0,0,4,12,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",222,"0.029","-0.258",,,,0.779,"0.258","91.2",0,0,0.499,0.501,33,26,33,27,1,0,16,1,6,2,"0.9","0.99","0.99","35.2",,,,,
"SL","2021-05-25","90.8","-1.17","5.54","deGrom, Jacob",641658,594798,,"ball",,,,,14,,"R","R","R","NYM","COL","B",,,0,1,2021,"0.54","0.1",0.4366046917320392,1.3822195908658852,,,663898,1,2,"Top",,,,,,,2.891065880415336,-132.23513970058406,-4.789505189308842,5.80477363796482,25.830222974366375,-30.267241249325767,3.09688309094893,1.51000000002894,,,,"92",2667,"6.8",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.73",,,,,,,,12,2,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",167,"-0.003","0.038",,,,,"-0.038",,0,0,0.502,0.498,33,26,33,27,1,0,16,1,6,2,"2.64","-0.54","-0.54","38.0",,,,,
"FF","2021-05-25","98.9","-1.16","5.43","deGrom, Jacob",641658,594798,,"called_strike",,,,,4,,"R","R","R","NYM","COL","S",,,0,0,2021,"-0.85","1.39",-0.5700443882603455,2.225354685704298,,,663898,1,2,"Top",,,,,,,3.623951211661242,-143.94658265255654,-6.61156267182742,-12.60420433472045,34.34290287027159,-11.527620881013156,3.14748431882945,1.51000000000263,,,,"100",2363,"6.9",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.57",,,,,,,,12,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",220,"0.005","-0.041",,,,,"0.041",,0,0,0.497,0.503,33,26,33,27,1,0,16,1,6,2,"0.95","0.85","0.85","35.7",,,,,
"FF","2021-05-25","100.2","-1.11","5.47","deGrom, Jacob",663898,594798,"single","hit_into_play",,,,,9,"Brendan Rodgers singles on a sharp ground ball to right fielder Brandon Drury.","R","R","R","NYM","COL","X",9,"ground_ball",2,0,2021,"-0.76","1.37",0.43826110032873056,1.906395413546452,,,,1,2,"Top",143.43,134.74,,,,,6.150226816688989,-145.5993687681576,-7.741727280009509,-12.318607097581054,38.469251104774436,-10.981009249012574,3.371,1.535,11,"100.6",-8,"100.8",2487,"7",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.5",0.245,0.23,"0.9",1,1,0,2,11,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard",216,"-0.018","0.295",,,,0.266,"-0.295","100.6",0,0,0.515,0.485,33,24,33,25,1,0,16,3,6,2,"0.93","0.76","0.76","35.5",,,,,
"FF","2021-05-25","100.4","-0.98","5.48","deGrom, Jacob",663898,594798,,"ball",,,,,14,,"R","R","R","NYM","COL","B",,,1,0,2021,"-0.78","1.29",1.4920272234085152,1.4420991251497441,,,,1,2,"Top",,,,,,,8.776438512296313,-145.71025834236846,-8.893214274738567,-13.25978793483396,37.90199844990964,-11.736047879787245,3.13627320821019,1.53000000001639,,,,"100.9",2473,"6.9",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.57",,,,,,,,11,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard",223,"-0.005","0.079",,,,,"-0.079",,0,0,0.52,0.48,33,24,33,25,1,0,16,3,6,2,"1","0.78","0.78","34.8",,,,,
"FF","2021-05-25","100.5","-1.05","5.46","deGrom, Jacob",663898,594798,,"ball",,,,,14,,"R","R","R","NYM","COL","B",,,0,0,2021,"-0.76","1.32",1.6378960450281927,1.5681723623619632,,,,1,2,"Top",,,,,,,9.353299668321917,-145.69298003753553,-8.544436804284933,-13.23380448750461,38.7246788077384,-11.467658410711197,3.24573444719664,1.53000000000002,,,,"100.8",2486,"7",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.53",,,,,,,,11,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard",216,"-0.003","0.041",,,,,"-0.041",,0,0,0.523,0.477,33,24,33,25,1,0,16,3,6,2,"0.98","0.76","0.76","35.7",,,,,
"FF","2021-05-25","99.9","-1.04","5.56","deGrom, Jacob",641857,594798,"home_run","hit_into_play",,,,,5,"Ryan McMahon homers (13) on a line drive to left center field.","R","L","R","NYM","COL","X",,"line_drive",1,1,2021,"-0.88","1.57",-0.1897629913981339,2.2561263533696905,,,,1,2,"Top",80.5,37.55,,,,,4.466435407312726,-145.13020990195326,-7.4242014219727315,-13.493949201240827,37.55455521469879,-8.419782921081932,3.467,1.589,391,"103.5",22,"100.4",2443,"6.9",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.61",0.673,1.1631707317073168,"2",1,0,3,6,10,3,"4-Seam Fastball",1,0,0,1,1,1,1,1,"Infield shade","Standard",212,"-0.105","1.593",,,,2.212,"-1.593","103.5",1,-1,0.628,0.372,33,26,33,27,1,0,16,1,6,2,"0.74","0.88","-0.88","35.3",,,,,
"FF","2021-05-25","99.3","-1.18","5.56","deGrom, Jacob",641857,594798,,"ball",,,,,11,,"R","L","R","NYM","COL","B",,,0,1,2021,"-0.55","1.59",-0.6259187126361031,3.7655809158185645,,,,1,2,"Top",,,,,,,2.8351069412241476,-144.5811585677966,-3.213352977353725,-8.356007999513478,37.090046050840456,-9.492007405607966,3.47724578026171,1.5899999999959,,,,"99.9",2394,"6.8",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.66",,,,,,,,10,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shade","Standard",217,"-0.002","0.033",,,,,"-0.033",,1,-1,0.63,0.37,33,26,33,27,1,0,16,1,6,2,"0.74","0.55","-0.55","35.9",,,,,
"FF","2021-05-25","100","-1.12","5.54","deGrom, Jacob",641857,594798,,"foul",,,,,1,,"R","L","R","NYM","COL","S",,,0,0,2021,"-0.8","1.34",-0.5162588487381227,3.1339696046506473,,,,1,2,"Top",,,,,,,3.5891604989732255,-145.53462391070124,-4.452857769252774,-12.175009036137917,34.86080390284192,-12.365777909659581,3.467,1.589,268,"86.9",40,"100.8",2342,"6.8",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.71",,,,,,,,10,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shift","Standard",216,"0.003","-0.043",,,,,"0.043","88.0",1,-1,0.627,0.373,33,26,33,27,1,0,16,1,6,2,"0.95","0.8","-0.8","35.9",,,,,
"SL","2021-05-25","92.3","-1.03","5.61","deGrom, Jacob",543068,594798,"strikeout","swinging_strike_blocked",,,,,14,"C.J. Cron strikes out swinging.","R","R","R","NYM","COL","S",2,,0,2,2021,"0.54","0.43",1.1677207915396348,0.3752399293057296,,,,0,2,"Top",,,,,,,4.450666476592644,-134.23782603274336,-8.485825316966755,5.550917971419409,28.654608693944336,-25.35549074129476,3.549,1.627,,,,"93",2787,"6.7",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.79",,0,"0",1,0,0,,9,3,"Slider",1,0,0,1,0,1,0,1,"Infield shift","Standard",176,"0.014","-0.169",,,,,"0.169",,1,-1,0.613,0.387,33,31,33,31,1,0,16,1,6,2,"2.25","-0.54","-0.54","39.2",,,,,
"FF","2021-05-25","99","-1.08","5.54","deGrom, Jacob",543068,594798,,"called_strike",,,,,6,,"R","R","R","NYM","COL","S",,,0,1,2021,"-0.82","1.66",0.7665158304098985,2.944995549597109,,,,0,2,"Top",,,,,,,7.052126043134731,-143.83474738200337,-5.544086695294791,-13.107557508781449,36.54070658210353,-8.128251983744883,3.56448579993445,1.6299999999891,,,,"99.9",2514,"7.1",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.4",,,,,,,,9,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shift","Standard",215,"0.006","-0.058",,,,,"0.058",,1,-1,0.607,0.393,33,31,33,31,1,0,16,1,6,2,"0.69","0.82","0.82","37.1",,,,,
"FF","2021-05-25","99.1","-1.23","5.49","deGrom, Jacob",543068,594798,,"called_strike",,,,,6,,"R","R","R","NYM","COL","S",,,0,0,2021,"-0.62","1.68",0.6257892024926229,2.3499648808894427,,,,0,2,"Top",,,,,,,6.592627276816829,-143.99302399932853,-7.105998251534574,-10.240073202270274,35.07076120977948,-7.407602961593374,3.59608984740722,1.62999999999339,,,,"99.7",2532,"6.8",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.7",,,,,,,,9,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shift","Standard",217,"0.004","-0.042",,,,,"0.042",,1,-1,0.603,0.397,33,31,33,31,1,0,16,1,6,2,"0.66","0.62","0.62","35.9",,,,,
"FF","2021-05-25","100","-1.02","5.52","deGrom, Jacob",453568,594798,"field_out","hit_into_play",,,,,8,"Charlie Blackmon grounds out, first baseman James McCann to pitcher Jacob deGrom.","R","L","R","NYM","COL","X",3,"ground_ball",0,0,2021,"-1.03","1.56",-0.13857243719465306,1.98264675899434,,,,2,1,"Top",161.65,152.54,,,,,4.931107383609783,-145.39747123874272,-8.12976548954792,-15.811108361318528,35.200103266712475,-8.372037237511666,3.49,1.601,4,"89.3",-24,"101",2500,"7",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.53",0.119,0.107,"0",1,0,0,2,3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",215,"0.01","-0.269",,,,0.162,"0.269","89.3",0,0,0.538,0.46199999999999997,33,34,33,35,1,0,16,1,6,2,"0.73","1.03","-1.03","36.6",,,,,
"FF","2021-05-25","100.7","-1.04","5.5","deGrom, Jacob",596115,594798,"field_out","hit_into_play",,,,,9,"Trevor Story flies out to right fielder Brandon Drury.","R","R","R","NYM","COL","X",9,"fly_ball",3,2,2021,"-0.94","1.52",0.45755302606574166,2.0234303582895925,,,,1,1,"Top",187.98,91.37,,,,,6.440287646013473,-146.33159930583034,-7.943073102865944,-15.024308743767955,37.500201110001335,-8.580139589916744,3.467,1.589,307,"91.6",27,"101.1",2532,"6.8",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.72",0.115,0.159,"0",1,0,0,3,2,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",216,"0.02","-0.337",,,,0.265,"0.337","91.6",0,0,0.518,0.482,33,28,33,29,1,0,16,1,6,2,"0.75","0.94","0.94","35.9",,,,,
"FF","2021-05-25","101.3","-1.05","5.47","deGrom, Jacob",596115,594798,,"ball",,,,,14,,"R","R","R","NYM","COL","B",,,2,2,2021,"-0.93","1.54",1.2801527488003064,1.0833536428796369,,,,1,1,"Top",,,,,,,8.833417229669962,-146.8588023602417,-10.685971470084292,-15.578103325724808,36.79154349676432,-7.482862248168839,3.33925145562966,1.59000000001159,,,,"102.2",2534,"7.1",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.4",,,,,,,,2,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",219,"-0.006","0.112",,,,,"-0.112",,0,0,0.524,0.476,33,28,33,29,1,0,16,1,6,2,"0.71","0.93","0.93","35.8",,,,,
"FF","2021-05-25","99.7","-0.95","5.57","deGrom, Jacob",596115,594798,,"foul",,,,,6,,"R","R","R","NYM","COL","S",,,2,1,2021,"-0.66","1.49",0.43336695474430664,2.798387367116777,,,,1,1,"Top",,,,,,,5.4200512042444355,-145.0995246893086,-5.791979764882203,-10.637643071837418,34.0243067568071,-9.9944019957908,3.467,1.589,165,"79.5",13,"100.7",2303,"6.9",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.64",,,,,,,,2,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",213,"0.004","-0.084",,,,,"0.084","88.0",0,0,0.52,0.48,33,28,33,29,1,0,16,1,6,2,"0.81","0.66","0.66","36.1",,,,,
"FF","2021-05-25","99.5","-1.14","5.64","deGrom, Jacob",596115,594798,,"ball",,,,,11,,"R","R","R","NYM","COL","B",,,1,1,2021,"-0.74","1.36",-0.22140376940320627,3.803396311725513,,,,1,1,"Top",,,,,,,4.291506736974441,-144.8471658532043,-2.864974697391131,-11.434367821434153,33.649976729544775,-12.551226234525325,3.28127701206236,1.58999999999608,,,,"100.5",2270,"6.8",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.68",,,,,,,,2,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",216,"-0.003","0.06",,,,,"-0.06",,0,0,0.523,0.477,33,28,33,29,1,0,16,1,6,2,"0.94","0.74","0.74","36.8",,,,,
"FF","2021-05-25","99.4","-1.24","5.56","deGrom, Jacob",596115,594798,,"swinging_strike",,,,,6,,"R","R","R","NYM","COL","S",,,1,0,2021,"-0.6","1.44",0.3425573045318978,2.8121722709723413,,,,1,1,"Top",,,,,,,5.8154242940653065,-144.59352243674007,-5.58064865472139,-9.731854241693592,33.544307288763136,-10.8348959279095,3.467,1.589,,,,"100.7",2304,"7",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.47",,,,,,,,2,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",217,"0.003","-0.051",,,,,"0.051",,0,0,0.52,0.48,33,28,33,29,1,0,16,1,6,2,"0.87","0.6","0.6","37.3",,,,,
"FF","2021-05-25","99.9","-1.16","5.52","deGrom, Jacob",596115,594798,,"ball",,,,,11,,"R","R","R","NYM","COL","B",,,0,0,2021,"-0.74","1.28",-0.3795970563250213,3.4434908676444924,,,,1,1,"Top",,,,,,,3.9349304007172856,-145.48410394848656,-3.4247532837337373,-11.417754941579528,33.15776869486016,-13.343545355533413,3.29585389511768,1.58999999998426,,,,"101.1",2305,"6.8",634023,621512,543510,606299,542340,596019,642086,457727,592273,"53.67",,,,,,,,2,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",220,"-0.002","0.041",,,,,"-0.041",,0,0,0.522,0.478,33,28,33,29,1,0,16,1,6,2,"0.99","0.74","0.74","35.5",,,,,
