PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,CustomTags,CustomLabel,TagSet
11,2026-06-27,09:31:42.65,"Moorhouse, Richard",1000582371,Right,,,,,,Cutter,Live,,69.26546,1.542135702,-1.836835167,1776.711448,170.7662402,11:45,5.90588,1.41754,4.40903,-45.57525,16.64008,-2.71363,3.5806,-0.56195,62.61801,-6.832495511,-2.337157622,0.5677016119,0.81089,8.05691,-1.2197,50,6.02703,3.30434,-100.39628,1.28247,0.81647,18.29955,-24.0617,eadbce9e-6128-42fe-a42f-3cdb79355a71,19aede06-c771-4802-9495-1ffc7d8af24a,66.39481,Pitching,23360159,,,,,,,,,,,,,,,,,,,,36.86176628,1421.520433,0.8000851434,,3195c5e4-2147-4dd6-ade0-5633ce0479a9,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
12,2026-06-27,09:32:18.68,"Moorhouse, Richard",1000582371,Right,,,,,,Cutter,Live,,70.93628,-2.397928572,-1.01216816,1932.193222,191.0966894,12:15,5.76803,1.31844,4.64634,-37.92544,21.05572,4.13577,0.32766,0.70135,64.28654,-9.358309366,-0.2442529324,0.5527491227,-2.47475,11.69854,-1.21866,50,5.48976,1.68878,-102.81586,-5.47744,-2.60449,19.72206,-19.8622,40679684-0079-41d5-9b30-570cb0bd9dd6,19aede06-c771-4802-9495-1ffc7d8af24a,68.19086,Pitching,23360159,,,,,,,,,,,,,,,,,,,,41.96908454,1436.596798,0.7435057645,,2c17706d-17cf-4135-a2d9-609d021af116,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
13,2026-06-27,09:32:40.49,"Moorhouse, Richard",1000582371,Right,,,,,,Sinker,Live,,71.94579,0.003525398679,-1.820939502,1825.594344,193.3435599,12:30,5.87218,1.1148,5.25141,-32.88705,22.94109,5.45527,3.1349,-0.14198,64.96848,-6.136869127,-0.7989292763,0.5377717763,-3.46901,12.13685,-0.95191,50,5.84882,3.16413,-104.46912,-0.94101,-3.77855,19.96267,-18.95421,d3a5362a-5a51-44a6-a4e4-20e418159962,19aede06-c771-4802-9495-1ffc7d8af24a,70.09003,Pitching,23360159,,,,,,,,,,,,,,,,,,,,29.49945504,1588.924986,0.8703603795,,43ab5271-6b36-4de8-95be-c224ae3a59d0,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
14,2026-06-27,09:32:57.99,"Moorhouse, Richard",1000582371,Right,,,,,,Slider,Live,,66.17215,4.638597833,-0.5868062311,1817.414063,84.04267918,8:45,5.62714,1.32751,3.97827,-70.30224,-1.15938,-10.60796,4.23976,-0.12086,60.26543,-8.120233087,-2.521422776,0.5984736833,5.18349,-1.95529,-1.24939,50,6.08106,1.31447,-95.67487,5.54583,4.77682,15.55813,-33.97593,32641ece-e00a-4fb3-ba95-682194758e9f,19aede06-c771-4802-9495-1ffc7d8af24a,62.98095,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,9def9351-c3e5-4d1d-8a92-5b1c78885282,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
15,2026-06-27,09:33:34.99,"Moorhouse, Richard",1000582371,Right,,,,,,Slider,Live,,67.32015,2.694170466,-0.6890724198,,,,5.80334,1.28747,4.20489,-60.12552,5.83495,-2.04668,3.37541,0.4569,61.4272,-8.263194639,-1.064062372,0.5845387225,0.83819,2.17356,-1.20972,50,6.03917,1.23766,-97.57959,2.71052,0.80332,16.21347,-30.0909,accd9c24-5b36-4b6d-aed9-6c715a18525f,19aede06-c771-4802-9495-1ffc7d8af24a,64.48236,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,b7f4aec2-87c3-4be5-9349-c991a7c1eb32,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
16,2026-06-27,09:34:19.88,"Moorhouse, Richard",1000582371,Right,,,,,,Slider,Live,,63.42922,1.331720949,-2.345052689,1926.62984,71.05335338,8:15,5.83373,1.10551,4.89822,-75.46881,-3.15528,-9.04592,0.80534,-1.86724,58.8855,-12.43256278,-4.017324144,0.6120419261,4.02669,-2.03674,-0.86878,50,5.90248,4.01357,-92.05637,0.10865,3.43637,14.36762,-33.9122,4e9f9465-83d6-4265-9e91-0651061ed490,19aede06-c771-4802-9495-1ffc7d8af24a,61.58473,Pitching,23360159,,,,,,,,,,,,,,,,,,,,63.10848206,871.4198453,0.4523026828,,bf8a8b4e-7466-4829-bc73-12ca4db403b8,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
17,2026-06-27,09:34:46.15,"Moorhouse, Richard",1000582371,Right,,,,,,Slider,Live,,63.46288,2.174018284,-0.5771248936,2003.100727,50.08865512,7:45,5.74582,1.30925,4.40459,-84.81648,-9.95061,-11.81885,0.75356,-0.22642,57.93588,-13.31108719,-2.769253592,0.6227494271,5.88543,-5.88592,-1.23683,50,5.898,1.26055,-91.90478,1.08649,4.91078,16.72254,-37.08524,459637de-3e7c-4f15-a2c8-0d9d202b35c8,19aede06-c771-4802-9495-1ffc7d8af24a,60.52585,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,faadd772-96b9-4784-abd2-0a4de8914b1e,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
18,2026-06-27,09:35:16.53,"Moorhouse, Richard",1000582371,Right,,,,,,Fastball,Live,,71.54247,-0.8448921639,1.857160201,1982.188579,204.6542837,12:45,5.83704,1.45942,5.21132,-39.00813,16.74393,7.71141,1.79151,3.84879,65.95083,-8.027921451,3.287193745,0.5374052182,-3.54945,9.04211,-1.63657,50,5.73017,-3.59725,-103.99171,-2.67419,-3.89268,17.19382,-22.25757,ff2fcda1-6644-4dc8-8a47-e354ebf3f730,19aede06-c771-4802-9495-1ffc7d8af24a,70.13784,Pitching,23360159,,,,,,,,,,,,,,,,,,,,44.01602655,1425.481928,0.719145465,,05837d9b-fcbc-4148-ae36-f6961233bd50,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
19,2026-06-27,09:35:34.76,"Moorhouse, Richard",1000582371,Right,,,,,,Sinker,Live,,71.47837,0.03708158835,-3.866341332,1858.484184,192.1007217,12:30,5.6569,1.11103,5.4266,-35.56782,20.59566,4.43578,2.72772,-2.14551,64.85267,-6.597910055,-3.037072511,0.5393844289,-3.55034,10.94172,-0.77126,50,5.63602,6.88265,-103.67131,-0.92519,-3.82435,18.98783,-20.38785,a970bc0d-69f1-42c4-9b1d-21e0478a9eff,19aede06-c771-4802-9495-1ffc7d8af24a,69.88047,Pitching,23360159,,,,,,,,,,,,,,,,,,,,24.54973364,1690.479012,0.9096009678,,e210eee5-f6fa-4710-97f9-cbe0d0a2f9a1,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
20,2026-06-27,09:36:51.63,"Moorhouse, Richard",1000582371,Right,,,,,,ChangeUp,Live,,69.32142,-4.583360533,-2.285203995,1642.889454,,,5.75648,1.43883,5.05595,,,,,,,,,,-8.98585,11.14536,-1.23373,50,5.28707,3.55361,-100.27819,-9.25764,-9.02496,18.28049,-20.98019,82757767-e518-411b-93b1-edc1819e96a0,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,32.34446995,1387.989968,0.8448468427,,245e0f05-b83b-4c6e-9fac-73de362dd872,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
21,2026-06-27,09:37:38.57,"Moorhouse, Richard",1000582371,Right,,,,,,ChangeUp,Live,,66.17598,0.5782539396,-2.052590966,1603.690392,204.0651448,12:45,5.91746,1.17843,5.54496,-44.06029,20.79596,9.31847,2.78645,0.03621,60.36015,-7.648762753,-0.3037213244,0.5796252519,-5.58862,10.92524,-1.00697,50,5.93873,3.20969,-96.17207,-0.14982,-5.19478,15.96129,-22.01874,7970effc-a251-4b27-bac4-52e4ed843435,19aede06-c771-4802-9495-1ffc7d8af24a,65.02898,Pitching,23360159,,,,,,,,,,,,,,,,,,,,32.52400325,1352.177659,0.8431662778,,c4cd7db2-ec8b-4a26-a249-f427ac7ca670,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
22,2026-06-27,09:38:40.30,"Moorhouse, Richard",1000582371,Right,,,,,,ChangeUp,Live,,66.96971,-0.1617363857,-5.137125735,1673.498023,206.112531,12:45,5.89695,0.96121,5.636,-44.39074,19.17249,9.46048,2.04624,-3.05526,61.07562,-8.437717099,-3.367183647,0.5738183237,-6.61969,10.31609,-0.53001,50,5.85517,8.48242,-97.01189,-1.39651,-6.25702,16.33321,-22.42314,6526e699-e2ea-40fb-a67f-6e9408e914c5,19aede06-c771-4802-9495-1ffc7d8af24a,65.68706,Pitching,23360159,,,,,,,,,,,,,,,,,,,,32.04710064,1418.477314,0.8476121835,,6c53c276-0930-4040-8867-7dd608971a3f,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
23,2026-06-27,09:39:17.62,"Moorhouse, Richard",1000582371,Right,,,,,,Sinker,Live,,70.7186,1.017286475,-2.281529431,1699.739452,198.4839099,12:30,5.75261,1.08466,5.39816,-35.7963,21.53051,7.21956,3.7236,-0.45254,64.00711,-5.678119033,-0.9281960964,0.5449420064,-4.54365,11.12546,-0.8864,50,5.8187,3.89115,-102.6948,0.83165,-4.79893,18.75028,-20.42349,9d792185-2b52-4100-adf3-91cda367d140,19aede06-c771-4802-9495-1ffc7d8af24a,69.1678,Pitching,23360159,,,,,,,,,,,,,,,,,,,,15.27953043,1639.65643,0.9646516285,,6d966769-f19e-4607-b9fc-abc14340c94d,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
24,2026-06-27,09:39:54.93,"Moorhouse, Richard",1000582371,Right,,,,,,Cutter,Live,,65.04331,4.195520214,-2.946002356,1486.785824,150.0508082,11:00,5.81003,1.13042,5.27553,-63.54691,4.555,-2.64781,4.46676,-1.85926,59.37588,-7.590012326,-3.438517461,0.5939515873,0.54134,1.18241,-0.85972,50,6.14794,4.91649,-94.19274,5.26128,0.48419,14.89888,-31.11647,4f482923-de8c-4e57-8b6d-77b1f953d431,19aede06-c771-4802-9495-1ffc7d8af24a,63.46046,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,5e0dc1d5-4f46-476a-8085-0fd9e48fed08,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
25,2026-06-27,09:40:41.63,"Moorhouse, Richard",1000582371,Right,,,,,,Slider,Live,,61.39061,3.217924169,-1.678857014,1762.065393,70.71257513,8:15,5.74466,1.1437,,-83.43423,-3.33909,-9.38415,1.89022,-1.25288,56.64943,-11.82214408,-3.389087238,0.644131437,4.24514,-2.64045,-0.94313,50,6.0217,2.87932,-88.87858,2.56043,3.37473,13.47204,-34.27311,d8dba9f2-3f56-40c3-8311-aa627332e1fd,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,4390faa5-0153-4c7c-8414-fb9db638bde0,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
26,2026-06-27,09:41:02.20,"Moorhouse, Richard",1000582371,Right,,,,,,Fastball,Live,,70.85738,0.3301155233,0.7288252424,1857.96259,194.9653914,12:30,5.80284,1.12883,5.02629,-35.42681,21.95842,5.88258,3.16208,2.30669,64.76064,-6.216809652,1.81996023,0.5452195619,-2.87064,11.39674,-1.20306,50,5.80658,-1.48459,-102.98847,-0.45727,-3.07563,17.49376,-19.96347,fb37e1c0-0f0e-402d-ba69-adfbcdd770dd,19aede06-c771-4802-9495-1ffc7d8af24a,69.13259,Pitching,23360159,,,,,,,,,,,,,,,,,,,,31.78061535,1579.399982,0.8500709272,,27771518-5253-42db-863a-565dc8c294c5,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
27,2026-06-27,09:41:20.03,"Moorhouse, Richard",1000582371,Right,,,,,,Sinker,Live,,70.63389,1.893447459,-0.6730098379,1776.146158,192.920308,12:30,5.79529,1.32011,4.77954,-40.67963,18.80349,4.32329,4.20063,1.04251,63.11846,-5.683863525,0.1343277246,0.5550962102,-2.48804,9.15261,-1.25654,50,5.95043,1.07286,-102.39031,2.16294,-2.57999,20.56275,-22.68319,02171aa5-f3fd-44cd-b1e9-0e0ae370639c,19aede06-c771-4802-9495-1ffc7d8af24a,67.90253,Pitching,23360159,,,,,,,,,,,,,,,,,,,,20.62295178,1662.32808,0.9359185185,,b37cad4b-a718-44dc-9949-d3de11e499e6,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
28,2026-06-27,09:41:45.71,"Moorhouse, Richard",1000582371,Right,,,,,,Sinker,Live,,71.6279,2.085002459,-1.575477483,1775.914661,198.0423591,12:30,5.84351,1.29581,4.77574,-35.32221,21.64374,7.06594,4.87783,0.39099,64.96568,-4.440682434,-0.2683236113,0.5432241489,-4.13104,10.62253,-1.14439,50,6.02199,2.64015,-103.94129,2.69239,-4.49454,18.31488,-20.61681,fb40e969-c7b8-44a4-b17f-19bb7a822043,19aede06-c771-4802-9495-1ffc7d8af24a,69.38653,Pitching,23360159,,,,,,,,,,,,,,,,,,,,27.52093445,1574.955821,0.8868420625,,41771b72-5a88-4b56-99ec-69931276e5d5,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
29,2026-06-27,10:08:27.24,"Lavine, Justin",1000371707,Right,,,,,,Sinker,Live,,73.84645,0.5295582042,-4.447285222,1594.136855,236.0637857,1:45,5.34399,1.96718,4.55939,-42.31899,11.93877,17.88191,2.32287,-0.78322,67.16735,-7.230089752,-1.159605953,0.5301543467,-10.52149,5.99478,-1.52144,50,5.36071,7.7286,-106.90653,-0.39611,-12.11015,19.36905,-25.2741,6ffa2c7d-e036-4656-be73-c525087e06d1,19aede06-c771-4802-9495-1ffc7d8af24a,71.0971,Pitching,23360159,,,,,,,,,,,,,,,,,,,,34.45103196,1314.541142,0.8246099686,,41871870-9e15-4212-bfd4-dbb571b0d9b1,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
30,2026-06-27,10:08:41.65,"Lavine, Justin",1000371707,Right,,,,,,Sinker,Live,,73.64369,1.154187101,-3.483600462,1672.796036,233.4720306,1:45,5.23714,1.90975,4.69791,-41.23134,12.76295,17.34854,2.8989,0.04482,67.15483,-6.422906302,-0.2873745431,0.5288655928,-9.96406,6.27307,-1.57174,50,5.31831,5.94103,-106.77543,0.82675,-11.4789,18.74762,-24.94729,4d55507f-3870-4598-9a23-a31c8ed298ff,19aede06-c771-4802-9495-1ffc7d8af24a,71.27036,Pitching,23360159,,,,,,,,,,,,,,,,,,,,29.20217315,1460.189636,0.8729035728,,70770469-8b4e-44fc-ba15-110faafd11a0,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
31,2026-06-27,10:09:00.27,"Lavine, Justin",1000371707,Right,,,,,,Sinker,Live,,75.30301,1.350194913,-4.844471403,1698.734363,236.5891283,2:00,5.16567,2.28353,,-42.92177,11.44285,17.5262,2.9005,-0.9556,67.92826,-6.419639531,-1.668708386,0.5306761528,-10.24574,5.30013,-1.72196,50,5.27803,8.56239,-108.71074,0.97646,-12.1384,20.83732,-25.89484,7c74e203-a150-4ce6-88eb-9236cd8c3b18,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,26.31772803,1522.65935,0.8963492957,,90d9b7dd-f6dd-428e-a5d8-c2f8bd6db3d0,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
32,2026-06-27,10:09:20.63,"Lavine, Justin",1000371707,Right,,,,,,ChangeUp,Live,,68.7266,2.640021626,-3.215000171,1679.958089,276.5830156,3:15,4.88525,2.71738,,-68.95115,-2.67844,22.2434,1.71472,1.43856,62.14794,-9.768506791,0.8176780773,0.5859205704,-12.05969,-2.18722,-2.34186,50,5.1304,4.79665,-99.21839,2.17486,-11.82585,18.28563,-34.31885,d04d362a-a225-45b0-ad2d-e52ad0cead10,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,28.11601276,1481.714963,0.8819951953,,7e21f340-112a-405d-80fb-e0556002d81e,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
33,2026-06-27,10:09:37.44,"Lavine, Justin",1000371707,Right,,,,,,ChangeUp,Live,,68.96216,2.209316771,-4.308915262,1643.389417,266.6085894,3:00,5.08135,2.20823,4.89522,-61.32573,0.88678,16.69088,2.06727,-0.48367,62.25092,-9.149508286,-1.201434784,0.5676887265,-10.1617,-0.27118,-1.79951,50,5.2486,7.03218,-99.73361,2.08595,-10.04727,18.78449,-32.44218,7c7dc12c-a37c-4c41-913a-1fbae97db9be,19aede06-c771-4802-9495-1ffc7d8af24a,66.39631,Pitching,23360159,,,,,,,,,,,,,,,,,,,,1.095596273,1643.08898,0.9998171847,,80eb1be1-8711-433c-be41-202ea930c8f2,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
34,2026-06-27,10:09:52.70,"Lavine, Justin",1000371707,Right,,,,,,ChangeUp,Live,,67.93979,2.197748872,-3.629051033,1512.4139,260.221619,2:45,5.08781,2.19186,4.71794,-61.58986,2.97168,17.82935,2.04584,0.22966,61.22281,-9.190469983,-0.3125023044,0.5783068385,-10.50205,0.80081,-1.84042,50,5.2576,5.71397,-98.28636,1.98418,-10.06226,18.55867,-31.40677,9210fe6b-a881-4c89-983c-fe11d1fc537a,19aede06-c771-4802-9495-1ffc7d8af24a,65.17723,Pitching,23360159,,,,,,,,,,,,,,,,,,,,12.93357302,1474.044279,0.9746302113,,c7c654b8-c867-48bf-95ba-5611c5487ef2,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
